id,country,year,sex,age,population,country-year, gdp_for_year($) ,gdp_per_capita ($),suicides_no,generation
5377,Chile,1994,female,25-34 years,1215800,Chile1994,"57,00,84,25,296",4551,26,Boomers
5378,Chile,1994,female,55-74 years,799600,Chile1994,"57,00,84,25,296",4551,16,Silent
5379,Chile,1994,female,35-54 years,1609700,Chile1994,"57,00,84,25,296",4551,30,Boomers
5380,Chile,1994,female,15-24 years,1206800,Chile1994,"57,00,84,25,296",4551,18,Generation X
5381,Chile,1994,female,75+ years,207300,Chile1994,"57,00,84,25,296",4551,3,G.I. Generation
5382,Chile,1994,female,5-14 years,1313500,Chile1994,"57,00,84,25,296",4551,4,Millenials
5383,Chile,1994,male,5-14 years,1359100,Chile1994,"57,00,84,25,296",4551,2,Millenials
5384,Chile,1995,male,75+ years,133512,Chile1995,"73,44,70,63,319",5695,42,G.I. Generation
5385,Chile,1995,male,55-74 years,688457,Chile1995,"73,44,70,63,319",5695,144,Silent
5386,Chile,1995,male,35-54 years,1658149,Chile1995,"73,44,70,63,319",5695,271,Boomers
5387,Chile,1995,male,25-34 years,1229397,Chile1995,"73,44,70,63,319",5695,191,Generation X
5388,Chile,1995,male,15-24 years,1250060,Chile1995,"73,44,70,63,319",5695,149,Generation X
5389,Chile,1995,female,55-74 years,835569,Chile1995,"73,44,70,63,319",5695,27,Silent
5390,Chile,1995,female,15-24 years,1219884,Chile1995,"73,44,70,63,319",5695,32,Generation X
5391,Chile,1995,female,75+ years,231756,Chile1995,"73,44,70,63,319",5695,5,G.I. Generation
5392,Chile,1995,female,35-54 years,1697961,Chile1995,"73,44,70,63,319",5695,35,Boomers
5393,Chile,1995,female,25-34 years,1218604,Chile1995,"73,44,70,63,319",5695,20,Generation X
5394,Chile,1995,male,5-14 years,1390311,Chile1995,"73,44,70,63,319",5695,10,Millenials
5395,Chile,1995,female,5-14 years,1343983,Chile1995,"73,44,70,63,319",5695,4,Millenials
5396,Chile,1996,male,55-74 years,710072,Chile1996,"78,03,95,72,222",5946,159,Silent
5397,Chile,1996,male,75+ years,139885,Chile1996,"78,03,95,72,222",5946,27,G.I. Generation
5398,Chile,1996,male,35-54 years,1711922,Chile1996,"78,03,95,72,222",5946,266,Boomers
5399,Chile,1996,male,25-34 years,1241653,Chile1996,"78,03,95,72,222",5946,174,Generation X
5400,Chile,1996,male,15-24 years,1251601,Chile1996,"78,03,95,72,222",5946,163,Generation X
5401,Chile,1996,female,15-24 years,1220658,Chile1996,"78,03,95,72,222",5946,35,Generation X
5402,Chile,1996,female,55-74 years,857363,Chile1996,"78,03,95,72,222",5946,19,Silent
5403,Chile,1996,female,35-54 years,1749299,Chile1996,"78,03,95,72,222",5946,37,Boomers
5404,Chile,1996,female,25-34 years,1230619,Chile1996,"78,03,95,72,222",5946,22,Generation X
5405,Chile,1996,female,75+ years,241120,Chile1996,"78,03,95,72,222",5946,4,G.I. Generation
5406,Chile,1996,male,5-14 years,1408982,Chile1996,"78,03,95,72,222",5946,7,Millenials
5407,Chile,1996,female,5-14 years,1361915,Chile1996,"78,03,95,72,222",5946,4,Millenials
5408,Chile,1997,male,75+ years,145725,Chile1997,"84,95,23,60,922",6368,41,G.I. Generation
5409,Chile,1997,male,55-74 years,734236,Chile1997,"84,95,23,60,922",6368,137,Silent
5410,Chile,1997,male,25-34 years,1250037,Chile1997,"84,95,23,60,922",6368,185,Generation X
5411,Chile,1997,male,35-54 years,1763823,Chile1997,"84,95,23,60,922",6368,260,Boomers
5412,Chile,1997,male,15-24 years,1255098,Chile1997,"84,95,23,60,922",6368,147,Generation X
5413,Chile,1997,female,15-24 years,1223306,Chile1997,"84,95,23,60,922",6368,47,Generation X
5414,Chile,1997,female,35-54 years,1798922,Chile1997,"84,95,23,60,922",6368,40,Boomers
5415,Chile,1997,female,55-74 years,881537,Chile1997,"84,95,23,60,922",6368,17,Silent
5416,Chile,1997,female,25-34 years,1238772,Chile1997,"84,95,23,60,922",6368,22,Generation X
5417,Chile,1997,female,75+ years,250029,Chile1997,"84,95,23,60,922",6368,4,G.I. Generation
5418,Chile,1997,male,5-14 years,1422834,Chile1997,"84,95,23,60,922",6368,6,Millenials
5419,Chile,1997,female,5-14 years,1375231,Chile1997,"84,95,23,60,922",6368,4,Millenials
5420,Chile,1998,male,75+ years,151228,Chile1998,"81,57,74,30,181",6023,42,G.I. Generation
5421,Chile,1998,male,55-74 years,760504,Chile1998,"81,57,74,30,181",6023,174,Silent
5422,Chile,1998,male,35-54 years,1814884,Chile1998,"81,57,74,30,181",6023,320,Boomers
5423,Chile,1998,male,25-34 years,1254955,Chile1998,"81,57,74,30,181",6023,208,Generation X
5424,Chile,1998,male,15-24 years,1261357,Chile1998,"81,57,74,30,181",6023,151,Generation X
5425,Chile,1998,female,75+ years,258839,Chile1998,"81,57,74,30,181",6023,9,G.I. Generation
5426,Chile,1998,female,15-24 years,1228590,Chile1998,"81,57,74,30,181",6023,37,Generation X
5427,Chile,1998,female,25-34 years,1243432,Chile1998,"81,57,74,30,181",6023,30,Generation X
5428,Chile,1998,female,35-54 years,1847894,Chile1998,"81,57,74,30,181",6023,40,Boomers
5429,Chile,1998,female,55-74 years,907553,Chile1998,"81,57,74,30,181",6023,12,Silent
5430,Chile,1998,female,5-14 years,1383385,Chile1998,"81,57,74,30,181",6023,4,Millenials
5431,Chile,1998,male,5-14 years,1431319,Chile1998,"81,57,74,30,181",6023,4,Millenials
5432,Chile,1999,male,75+ years,156699,Chile1999,"75,17,37,94,497",5470,51,G.I. Generation
5433,Chile,1999,male,55-74 years,788056,Chile1999,"75,17,37,94,497",5470,167,Silent
5434,Chile,1999,male,25-34 years,1257020,Chile1999,"75,17,37,94,497",5470,222,Generation X
5435,Chile,1999,male,35-54 years,1866819,Chile1999,"75,17,37,94,497",5470,323,Boomers
5436,Chile,1999,male,15-24 years,1271218,Chile1999,"75,17,37,94,497",5470,137,Generation X
5437,Chile,1999,female,55-74 years,934470,Chile1999,"75,17,37,94,497",5470,26,Silent
5438,Chile,1999,female,15-24 years,1237322,Chile1999,"75,17,37,94,497",5470,34,Generation X
5439,Chile,1999,female,25-34 years,1245169,Chile1999,"75,17,37,94,497",5470,33,Generation X
5440,Chile,1999,female,35-54 years,1897956,Chile1999,"75,17,37,94,497",5470,39,Boomers
5441,Chile,1999,female,75+ years,268032,Chile1999,"75,17,37,94,497",5470,5,G.I. Generation
5442,Chile,1999,male,5-14 years,1434608,Chile1999,"75,17,37,94,497",5470,3,Millenials
5443,Chile,1999,female,5-14 years,1386513,Chile1999,"75,17,37,94,497",5470,1,Millenials
5444,Chile,2000,male,75+ years,162328,Chile2000,"77,86,09,32,152",5584,66,G.I. Generation
5445,Chile,2000,male,55-74 years,816437,Chile2000,"77,86,09,32,152",5584,214,Silent
5446,Chile,2000,male,25-34 years,1256699,Chile2000,"77,86,09,32,152",5584,305,Generation X
5447,Chile,2000,male,35-54 years,1920281,Chile2000,"77,86,09,32,152",5584,457,Boomers
5448,Chile,2000,male,15-24 years,1284868,Chile2000,"77,86,09,32,152",5584,216,Generation X
5449,Chile,2000,female,55-74 years,961724,Chile2000,"77,86,09,32,152",5584,40,Silent
5450,Chile,2000,female,15-24 years,1249702,Chile2000,"77,86,09,32,152",5584,48,Generation X
5451,Chile,2000,female,35-54 years,1949811,Chile2000,"77,86,09,32,152",5584,70,Boomers
5452,Chile,2000,female,25-34 years,1244402,Chile2000,"77,86,09,32,152",5584,38,Generation X
5453,Chile,2000,female,75+ years,277903,Chile2000,"77,86,09,32,152",5584,5,G.I. Generation
5454,Chile,2000,male,5-14 years,1433773,Chile2000,"77,86,09,32,152",5584,8,Millenials
5455,Chile,2000,female,5-14 years,1385647,Chile2000,"77,86,09,32,152",5584,6,Millenials
5456,Chile,2001,male,75+ years,170681,Chile2001,"70,97,99,23,960",5020,51,Silent
5457,Chile,2001,male,55-74 years,840928,Chile2001,"70,97,99,23,960",5020,239,Silent
5458,Chile,2001,male,35-54 years,1973130,Chile2001,"70,97,99,23,960",5020,540,Boomers
5459,Chile,2001,male,25-34 years,1254746,Chile2001,"70,97,99,23,960",5020,297,Generation X
5460,Chile,2001,male,15-24 years,1302835,Chile2001,"70,97,99,23,960",5020,253,Millenials
5461,Chile,2001,female,15-24 years,1266054,Chile2001,"70,97,99,23,960",5020,60,Millenials
5462,Chile,2001,female,25-34 years,1241466,Chile2001,"70,97,99,23,960",5020,53,Generation X
5463,Chile,2001,female,35-54 years,2001968,Chile2001,"70,97,99,23,960",5020,85,Boomers
5464,Chile,2001,female,75+ years,289839,Chile2001,"70,97,99,23,960",5020,6,Silent
5465,Chile,2001,female,55-74 years,986090,Chile2001,"70,97,99,23,960",5020,19,Silent
5466,Chile,2001,male,5-14 years,1430077,Chile2001,"70,97,99,23,960",5020,12,Millenials
5467,Chile,2001,female,5-14 years,1381776,Chile2001,"70,97,99,23,960",5020,10,Millenials
5468,Chile,2002,male,75+ years,178855,Chile2002,"69,73,68,11,435",4866,62,Silent
5469,Chile,2002,male,55-74 years,866261,Chile2002,"69,73,68,11,435",4866,222,Silent
5470,Chile,2002,male,35-54 years,2027249,Chile2002,"69,73,68,11,435",4866,519,Boomers
5471,Chile,2002,male,25-34 years,1250576,Chile2002,"69,73,68,11,435",4866,296,Generation X
5472,Chile,2002,male,15-24 years,1324289,Chile2002,"69,73,68,11,435",4866,241,Millenials
5473,Chile,2002,female,35-54 years,2055488,Chile2002,"69,73,68,11,435",4866,101,Boomers
5474,Chile,2002,female,75+ years,301961,Chile2002,"69,73,68,11,435",4866,13,Silent
5475,Chile,2002,female,25-34 years,1236130,Chile2002,"69,73,68,11,435",4866,46,Generation X
5476,Chile,2002,female,15-24 years,1285841,Chile2002,"69,73,68,11,435",4866,47,Millenials
5477,Chile,2002,female,55-74 years,1011017,Chile2002,"69,73,68,11,435",4866,34,Silent
5478,Chile,2002,male,5-14 years,1421716,Chile2002,"69,73,68,11,435",4866,17,Millenials
5479,Chile,2002,female,5-14 years,1373457,Chile2002,"69,73,68,11,435",4866,5,Millenials
5480,Chile,2003,male,75+ years,186783,Chile2003,"75,64,34,59,840",5208,68,Silent
5481,Chile,2003,male,55-74 years,893577,Chile2003,"75,64,34,59,840",5208,252,Silent
5482,Chile,2003,male,35-54 years,2080845,Chile2003,"75,64,34,59,840",5208,522,Boomers
5483,Chile,2003,male,25-34 years,1245745,Chile2003,"75,64,34,59,840",5208,306,Generation X
5484,Chile,2003,male,15-24 years,1347509,Chile2003,"75,64,34,59,840",5208,234,Millenials
5485,Chile,2003,female,35-54 years,2108485,Chile2003,"75,64,34,59,840",5208,92,Boomers
5486,Chile,2003,female,25-34 years,1229939,Chile2003,"75,64,34,59,840",5208,53,Generation X
5487,Chile,2003,female,15-24 years,1307367,Chile2003,"75,64,34,59,840",5208,53,Millenials
5488,Chile,2003,female,75+ years,314243,Chile2003,"75,64,34,59,840",5208,12,Silent
5489,Chile,2003,female,55-74 years,1037657,Chile2003,"75,64,34,59,840",5208,38,Silent
5490,Chile,2003,male,5-14 years,1409825,Chile2003,"75,64,34,59,840",5208,20,Millenials
5491,Chile,2003,female,5-14 years,1361783,Chile2003,"75,64,34,59,840",5208,4,Millenials
5492,Chile,2004,male,75+ years,194364,Chile2004,"99,21,03,92,858",6744,70,Silent
5493,Chile,2004,male,55-74 years,924415,Chile2004,"99,21,03,92,858",6744,240,Silent
5494,Chile,2004,male,25-34 years,1242337,Chile2004,"99,21,03,92,858",6744,315,Generation X
5495,Chile,2004,male,35-54 years,2130985,Chile2004,"99,21,03,92,858",6744,537,Boomers
5496,Chile,2004,male,15-24 years,1369726,Chile2004,"99,21,03,92,858",6744,295,Millenials
5497,Chile,2004,female,25-34 years,1224969,Chile2004,"99,21,03,92,858",6744,66,Generation X
5498,Chile,2004,female,15-24 years,1327931,Chile2004,"99,21,03,92,858",6744,59,Millenials
5499,Chile,2004,female,35-54 years,2157866,Chile2004,"99,21,03,92,858",6744,94,Boomers
5500,Chile,2004,female,75+ years,326622,Chile2004,"99,21,03,92,858",6744,11,Silent
5501,Chile,2004,female,55-74 years,1067631,Chile2004,"99,21,03,92,858",6744,28,Silent
5502,Chile,2004,male,5-14 years,1395929,Chile2004,"99,21,03,92,858",6744,15,Millenials
5503,Chile,2004,female,5-14 years,1348218,Chile2004,"99,21,03,92,858",6744,5,Millenials
5504,Chile,2005,male,75+ years,201597,Chile2005,"1,22,96,48,12,046",8256,69,Silent
5505,Chile,2005,male,55-74 years,959661,Chile2005,"1,22,96,48,12,046",8256,252,Silent
5506,Chile,2005,male,35-54 years,2175825,Chile2005,"1,22,96,48,12,046",8256,512,Boomers
5507,Chile,2005,male,25-34 years,1241761,Chile2005,"1,22,96,48,12,046",8256,279,Generation X
5508,Chile,2005,male,15-24 years,1388993,Chile2005,"1,22,96,48,12,046",8256,265,Millenials
5509,Chile,2005,female,35-54 years,2201632,Chile2005,"1,22,96,48,12,046",8256,108,Boomers
5510,Chile,2005,female,15-24 years,1345647,Chile2005,"1,22,96,48,12,046",8256,62,Millenials
5511,Chile,2005,female,25-34 years,1222631,Chile2005,"1,22,96,48,12,046",8256,49,Generation X
5512,Chile,2005,female,55-74 years,1101868,Chile2005,"1,22,96,48,12,046",8256,40,Silent
5513,Chile,2005,male,5-14 years,1381060,Chile2005,"1,22,96,48,12,046",8256,26,Millenials
5514,Chile,2005,female,75+ years,339162,Chile2005,"1,22,96,48,12,046",8256,6,Silent
5515,Chile,2005,female,5-14 years,1333737,Chile2005,"1,22,96,48,12,046",8256,14,Millenials
5516,Chile,2006,male,75+ years,210746,Chile2006,"1,54,78,80,24,806",10270,82,Silent
5517,Chile,2006,male,35-54 years,2214294,Chile2006,"1,54,78,80,24,806",10270,597,Boomers
5518,Chile,2006,male,55-74 years,993366,Chile2006,"1,54,78,80,24,806",10270,256,Silent
5519,Chile,2006,male,25-34 years,1244997,Chile2006,"1,54,78,80,24,806",10270,287,Generation X
5520,Chile,2006,male,15-24 years,1407202,Chile2006,"1,54,78,80,24,806",10270,256,Millenials
5521,Chile,2006,female,35-54 years,2239649,Chile2006,"1,54,78,80,24,806",10270,127,Boomers
5522,Chile,2006,female,15-24 years,1361962,Chile2006,"1,54,78,80,24,806",10270,74,Millenials
5523,Chile,2006,female,25-34 years,1223765,Chile2006,"1,54,78,80,24,806",10270,49,Generation X
5524,Chile,2006,female,55-74 years,1136080,Chile2006,"1,54,78,80,24,806",10270,33,Silent
5525,Chile,2006,female,75+ years,352617,Chile2006,"1,54,78,80,24,806",10270,8,Silent
5526,Chile,2006,male,5-14 years,1367172,Chile2006,"1,54,78,80,24,806",10270,20,Millenials
5527,Chile,2006,female,5-14 years,1319746,Chile2006,"1,54,78,80,24,806",10270,6,Millenials
5528,Chile,2007,male,75+ years,219367,Chile2007,"1,73,60,59,68,179",11387,63,Silent
5529,Chile,2007,male,55-74 years,1031049,Chile2007,"1,73,60,59,68,179",11387,270,Silent
5530,Chile,2007,male,25-34 years,1251058,Chile2007,"1,73,60,59,68,179",11387,310,Generation X
5531,Chile,2007,male,35-54 years,2247973,Chile2007,"1,73,60,59,68,179",11387,532,Boomers
5532,Chile,2007,male,15-24 years,1422332,Chile2007,"1,73,60,59,68,179",11387,302,Millenials
5533,Chile,2007,female,15-24 years,1375294,Chile2007,"1,73,60,59,68,179",11387,90,Millenials
5534,Chile,2007,female,25-34 years,1227488,Chile2007,"1,73,60,59,68,179",11387,74,Generation X
5535,Chile,2007,female,35-54 years,2272322,Chile2007,"1,73,60,59,68,179",11387,128,Boomers
5536,Chile,2007,female,55-74 years,1174419,Chile2007,"1,73,60,59,68,179",11387,42,Silent
5537,Chile,2007,female,75+ years,365832,Chile2007,"1,73,60,59,68,179",11387,9,Silent
5538,Chile,2007,male,5-14 years,1352835,Chile2007,"1,73,60,59,68,179",11387,19,Generation Z
5539,Chile,2007,female,5-14 years,1305466,Chile2007,"1,73,60,59,68,179",11387,9,Generation Z
5540,Chile,2008,male,75+ years,227419,Chile2008,"1,79,63,84,96,279",11653,74,Silent
5541,Chile,2008,male,25-34 years,1260323,Chile2008,"1,79,63,84,96,279",11653,346,Generation X
5542,Chile,2008,male,55-74 years,1072247,Chile2008,"1,79,63,84,96,279",11653,294,Silent
5543,Chile,2008,male,35-54 years,2277546,Chile2008,"1,79,63,84,96,279",11653,616,Boomers
5544,Chile,2008,male,15-24 years,1433674,Chile2008,"1,79,63,84,96,279",11653,330,Millenials
5545,Chile,2008,female,15-24 years,1384953,Chile2008,"1,79,63,84,96,279",11653,110,Millenials
5546,Chile,2008,female,25-34 years,1234171,Chile2008,"1,79,63,84,96,279",11653,79,Generation X
5547,Chile,2008,female,35-54 years,2300364,Chile2008,"1,79,63,84,96,279",11653,135,Boomers
5548,Chile,2008,female,55-74 years,1216310,Chile2008,"1,79,63,84,96,279",11653,64,Silent
5549,Chile,2008,female,75+ years,378855,Chile2008,"1,79,63,84,96,279",11653,10,Silent
5550,Chile,2008,female,5-14 years,1291313,Chile2008,"1,79,63,84,96,279",11653,16,Generation Z
5551,Chile,2008,male,5-14 years,1338486,Chile2008,"1,79,63,84,96,279",11653,14,Generation Z
5552,Chile,2009,male,75+ years,234780,Chile2009,"1,72,38,94,98,445",11062,88,Silent
5553,Chile,2009,male,25-34 years,1273220,Chile2009,"1,72,38,94,98,445",11062,362,Generation X
5554,Chile,2009,male,55-74 years,1116278,Chile2009,"1,72,38,94,98,445",11062,316,Silent
5555,Chile,2009,male,35-54 years,2304506,Chile2009,"1,72,38,94,98,445",11062,613,Boomers
5556,Chile,2009,male,15-24 years,1440637,Chile2009,"1,72,38,94,98,445",11062,330,Millenials
5557,Chile,2009,female,15-24 years,1390368,Chile2009,"1,72,38,94,98,445",11062,102,Millenials
5558,Chile,2009,female,25-34 years,1244249,Chile2009,"1,72,38,94,98,445",11062,85,Generation X
5559,Chile,2009,female,35-54 years,2325328,Chile2009,"1,72,38,94,98,445",11062,155,Boomers
5560,Chile,2009,female,55-74 years,1260914,Chile2009,"1,72,38,94,98,445",11062,59,Silent
5561,Chile,2009,female,75+ years,391659,Chile2009,"1,72,38,94,98,445",11062,12,Silent
5562,Chile,2009,male,5-14 years,1324547,Chile2009,"1,72,38,94,98,445",11062,15,Generation Z
5563,Chile,2009,female,5-14 years,1277663,Chile2009,"1,72,38,94,98,445",11062,11,Generation Z
5564,Chile,2010,male,75+ years,241464,Chile2010,"2,18,53,75,51,220",13874,98,Silent
5565,Chile,2010,male,35-54 years,2329802,Chile2010,"2,18,53,75,51,220",13874,607,Generation X
5566,Chile,2010,male,25-34 years,1289792,Chile2010,"2,18,53,75,51,220",13874,307,Generation X
5567,Chile,2010,male,55-74 years,1162662,Chile2010,"2,18,53,75,51,220",13874,273,Silent
5568,Chile,2010,male,15-24 years,1442868,Chile2010,"2,18,53,75,51,220",13874,315,Millenials
5569,Chile,2010,female,15-24 years,1391250,Chile2010,"2,18,53,75,51,220",13874,90,Millenials
5570,Chile,2010,female,35-54 years,2348223,Chile2010,"2,18,53,75,51,220",13874,150,Generation X
5571,Chile,2010,female,25-34 years,1257779,Chile2010,"2,18,53,75,51,220",13874,78,Generation X
5572,Chile,2010,female,55-74 years,1307594,Chile2010,"2,18,53,75,51,220",13874,45,Silent
5573,Chile,2010,female,75+ years,404348,Chile2010,"2,18,53,75,51,220",13874,10,Silent
5574,Chile,2010,male,5-14 years,1311312,Chile2010,"2,18,53,75,51,220",13874,18,Generation Z
5575,Chile,2010,female,5-14 years,1264757,Chile2010,"2,18,53,75,51,220",13874,10,Generation Z
5576,Chile,2011,male,75+ years,250197,Chile2011,"2,52,25,19,92,029",15854,89,Silent
5577,Chile,2011,male,55-74 years,1205080,Chile2011,"2,52,25,19,92,029",15854,339,Boomers
5578,Chile,2011,male,25-34 years,1309717,Chile2011,"2,52,25,19,92,029",15854,330,Millenials
5579,Chile,2011,male,35-54 years,2350457,Chile2011,"2,52,25,19,92,029",15854,575,Generation X
5580,Chile,2011,male,15-24 years,1441346,Chile2011,"2,52,25,19,92,029",15854,312,Millenials
5581,Chile,2011,female,35-54 years,2367343,Chile2011,"2,52,25,19,92,029",15854,158,Generation X
5582,Chile,2011,female,25-34 years,1274974,Chile2011,"2,52,25,19,92,029",15854,67,Millenials
5583,Chile,2011,female,15-24 years,1388507,Chile2011,"2,52,25,19,92,029",15854,69,Millenials
5584,Chile,2011,female,55-74 years,1351263,Chile2011,"2,52,25,19,92,029",15854,50,Boomers
5585,Chile,2011,female,75+ years,417296,Chile2011,"2,52,25,19,92,029",15854,14,Silent
5586,Chile,2011,female,5-14 years,1253907,Chile2011,"2,52,25,19,92,029",15854,12,Generation Z
5587,Chile,2011,male,5-14 years,1300696,Chile2011,"2,52,25,19,92,029",15854,12,Generation Z
5588,Chile,2012,male,75+ years,258082,Chile2012,"2,67,12,23,20,057",16617,101,Silent
5589,Chile,2012,male,25-34 years,1333713,Chile2012,"2,67,12,23,20,057",16617,319,Millenials
5590,Chile,2012,male,35-54 years,2370451,Chile2012,"2,67,12,23,20,057",16617,555,Generation X
5591,Chile,2012,male,55-74 years,1250017,Chile2012,"2,67,12,23,20,057",16617,285,Boomers
5592,Chile,2012,male,15-24 years,1435400,Chile2012,"2,67,12,23,20,057",16617,242,Millenials
5593,Chile,2012,female,35-54 years,2385205,Chile2012,"2,67,12,23,20,057",16617,138,Generation X
5594,Chile,2012,female,25-34 years,1296016,Chile2012,"2,67,12,23,20,057",16617,62,Millenials
5595,Chile,2012,female,15-24 years,1381401,Chile2012,"2,67,12,23,20,057",16617,62,Millenials
5596,Chile,2012,female,55-74 years,1397521,Chile2012,"2,67,12,23,20,057",16617,52,Boomers
5597,Chile,2012,female,75+ years,429697,Chile2012,"2,67,12,23,20,057",16617,10,Silent
5598,Chile,2012,male,5-14 years,1292347,Chile2012,"2,67,12,23,20,057",16617,8,Generation Z
5599,Chile,2012,female,5-14 years,1245397,Chile2012,"2,67,12,23,20,057",16617,7,Generation Z
5600,Chile,2013,male,75+ years,265665,Chile2013,"2,78,38,43,32,694",17140,82,Silent
5601,Chile,2013,male,55-74 years,1296922,Chile2013,"2,78,38,43,32,694",17140,288,Boomers
5602,Chile,2013,male,25-34 years,1359760,Chile2013,"2,78,38,43,32,694",17140,298,Millenials
5603,Chile,2013,male,35-54 years,2389789,Chile2013,"2,78,38,43,32,694",17140,516,Generation X
5604,Chile,2013,male,15-24 years,1425807,Chile2013,"2,78,38,43,32,694",17140,224,Millenials
5605,Chile,2013,female,35-54 years,2401833,Chile2013,"2,78,38,43,32,694",17140,130,Generation X
5606,Chile,2013,female,15-24 years,1370723,Chile2013,"2,78,38,43,32,694",17140,60,Millenials
5607,Chile,2013,female,25-34 years,1318935,Chile2013,"2,78,38,43,32,694",17140,52,Millenials
5608,Chile,2013,female,55-74 years,1445681,Chile2013,"2,78,38,43,32,694",17140,54,Boomers
5609,Chile,2013,female,75+ years,442189,Chile2013,"2,78,38,43,32,694",17140,14,Silent
5610,Chile,2013,male,5-14 years,1285975,Chile2013,"2,78,38,43,32,694",17140,12,Generation Z
5611,Chile,2013,female,5-14 years,1238965,Chile2013,"2,78,38,43,32,694",17140,8,Generation Z
5612,Chile,2014,male,75+ years,273608,Chile2014,"2,60,58,40,90,571",15883,92,Silent
5613,Chile,2014,male,55-74 years,1345116,Chile2014,"2,60,58,40,90,571",15883,308,Boomers
5614,Chile,2014,male,35-54 years,2408469,Chile2014,"2,60,58,40,90,571",15883,536,Generation X
5615,Chile,2014,male,25-34 years,1384843,Chile2014,"2,60,58,40,90,571",15883,289,Millenials
5616,Chile,2014,male,15-24 years,1413924,Chile2014,"2,60,58,40,90,571",15883,238,Millenials
5617,Chile,2014,female,35-54 years,2417192,Chile2014,"2,60,58,40,90,571",15883,127,Generation X
5618,Chile,2014,female,25-34 years,1340788,Chile2014,"2,60,58,40,90,571",15883,60,Millenials
5619,Chile,2014,female,15-24 years,1357865,Chile2014,"2,60,58,40,90,571",15883,58,Millenials
5620,Chile,2014,female,55-74 years,1494867,Chile2014,"2,60,58,40,90,571",15883,52,Boomers
5621,Chile,2014,female,75+ years,455627,Chile2014,"2,60,58,40,90,571",15883,8,Silent
5622,Chile,2014,male,5-14 years,1280751,Chile2014,"2,60,58,40,90,571",15883,12,Generation Z
5623,Chile,2014,female,5-14 years,1233817,Chile2014,"2,60,58,40,90,571",15883,9,Generation Z
5624,Chile,2015,male,75+ years,282308,Chile2015,"2,43,99,94,77,738",14729,117,Silent
5625,Chile,2015,male,55-74 years,1394272,Chile2015,"2,43,99,94,77,738",14729,301,Boomers
5626,Chile,2015,male,35-54 years,2426719,Chile2015,"2,43,99,94,77,738",14729,513,Generation X
5627,Chile,2015,male,25-34 years,1406921,Chile2015,"2,43,99,94,77,738",14729,296,Millenials
5628,Chile,2015,male,15-24 years,1400822,Chile2015,"2,43,99,94,77,738",14729,224,Millenials
5629,Chile,2015,female,35-54 years,2431495,Chile2015,"2,43,99,94,77,738",14729,136,Generation X
5630,Chile,2015,female,55-74 years,1544550,Chile2015,"2,43,99,94,77,738",14729,78,Boomers
5631,Chile,2015,female,25-34 years,1359598,Chile2015,"2,43,99,94,77,738",14729,66,Millenials
5632,Chile,2015,female,15-24 years,1343941,Chile2015,"2,43,99,94,77,738",14729,64,Millenials
5633,Chile,2015,female,75+ years,470618,Chile2015,"2,43,99,94,77,738",14729,21,Silent
5634,Chile,2015,female,5-14 years,1228869,Chile2015,"2,43,99,94,77,738",14729,13,Generation Z
5635,Chile,2015,male,5-14 years,1275612,Chile2015,"2,43,99,94,77,738",14729,9,Generation Z
5636,Colombia,1985,male,75+ years,123400,Colombia1985,"34,89,44,11,352",1393,21,G.I. Generation
5637,Colombia,1985,male,55-74 years,1015200,Colombia1985,"34,89,44,11,352",1393,113,G.I. Generation
5638,Colombia,1985,male,25-34 years,2323700,Colombia1985,"34,89,44,11,352",1393,193,Boomers
5639,Colombia,1985,male,15-24 years,3190200,Colombia1985,"34,89,44,11,352",1393,256,Generation X
5640,Colombia,1985,male,35-54 years,2451100,Colombia1985,"34,89,44,11,352",1393,188,Silent
5641,Colombia,1985,female,15-24 years,3140700,Colombia1985,"34,89,44,11,352",1393,117,Generation X
5642,Colombia,1985,female,25-34 years,2276100,Colombia1985,"34,89,44,11,352",1393,45,Boomers
5643,Colombia,1985,female,75+ years,174000,Colombia1985,"34,89,44,11,352",1393,3,G.I. Generation
5644,Colombia,1985,female,35-54 years,2403500,Colombia1985,"34,89,44,11,352",1393,31,Silent
5645,Colombia,1985,female,55-74 years,1150600,Colombia1985,"34,89,44,11,352",1393,12,G.I. Generation
5646,Colombia,1985,male,5-14 years,3443900,Colombia1985,"34,89,44,11,352",1393,12,Generation X
5647,Colombia,1985,female,5-14 years,3360000,Colombia1985,"34,89,44,11,352",1393,10,Generation X
5648,Colombia,1986,male,75+ years,126000,Colombia1986,"34,94,24,89,684",1366,13,G.I. Generation
5649,Colombia,1986,male,15-24 years,3258100,Colombia1986,"34,94,24,89,684",1366,260,Generation X
5650,Colombia,1986,male,25-34 years,2373200,Colombia1986,"34,94,24,89,684",1366,189,Boomers
5651,Colombia,1986,male,55-74 years,1036800,Colombia1986,"34,94,24,89,684",1366,81,G.I. Generation
5652,Colombia,1986,male,35-54 years,2503200,Colombia1986,"34,94,24,89,684",1366,187,Silent
5653,Colombia,1986,female,15-24 years,3207600,Colombia1986,"34,94,24,89,684",1366,121,Generation X
5654,Colombia,1986,female,25-34 years,2324500,Colombia1986,"34,94,24,89,684",1366,48,Boomers
5655,Colombia,1986,female,55-74 years,1175000,Colombia1986,"34,94,24,89,684",1366,13,G.I. Generation
5656,Colombia,1986,female,35-54 years,2454600,Colombia1986,"34,94,24,89,684",1366,26,Silent
